Family.ID	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
ORTHOMCL5172	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5173	null	1	1	1	2	0	1	2	1	0	1	1
ORTHOMCL5175	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5176	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5178	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5182	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5183	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5184	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5185	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5186	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5187	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5191	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5194	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5195	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5196	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5198	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5199	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5200	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5202	null	1	1	1	2	1	0	1	1	1	1	1
ORTHOMCL5203	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5204	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5205	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5206	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5207	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5208	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5211	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5212	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5213	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5214	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5215	null	3	1	1	1	1	1	0	1	0	1	1
ORTHOMCL5216	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5217	null	1	1	1	1	2	1	0	1	1	1	1
ORTHOMCL5218	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5219	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5220	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5221	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5222	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5223	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5224	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5225	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5226	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5227	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5229	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5230	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5231	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5232	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5233	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5234	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5235	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5237	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5238	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5239	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5240	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5243	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5245	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5246	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5247	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5248	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5249	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5250	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5252	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5253	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5254	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5255	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5256	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5257	null	1	1	0	2	1	0	1	2	1	1	1
ORTHOMCL5258	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5261	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5262	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5263	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5264	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5265	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5266	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5267	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5268	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5269	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5270	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5271	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5272	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5273	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5274	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5275	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5276	null	1	1	1	1	0	0	2	1	1	1	2
ORTHOMCL5277	null	2	1	1	1	1	1	1	1	1	1	0
ORTHOMCL5278	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5279	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5282	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5283	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5284	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5286	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5288	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5290	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5291	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5292	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5294	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5296	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5297	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5298	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5300	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5301	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5302	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5303	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5304	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5305	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5306	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5307	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5309	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5310	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5311	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5312	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5313	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5314	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5315	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5317	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5318	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5319	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5320	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5321	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5324	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5325	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5326	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5327	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5328	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5329	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5331	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5332	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5333	null	1	1	1	1	1	1	2	1	1	1	0
ORTHOMCL5335	null	1	1	1	1	1	1	1	1	0	1	2
ORTHOMCL5336	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5337	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5340	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5341	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5342	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5343	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5344	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5345	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5346	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5347	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5348	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5350	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5351	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5352	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5353	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5354	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5355	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5356	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5357	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5359	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5360	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5361	null	2	1	1	1	0	1	1	1	1	1	1
ORTHOMCL5362	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5364	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5366	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5367	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5368	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5369	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5370	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5371	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5372	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5373	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5374	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5375	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5376	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5377	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5378	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5379	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5380	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5382	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5383	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5384	null	1	1	1	1	1	1	0	2	1	1	1
ORTHOMCL5385	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5386	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5387	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5388	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5389	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5390	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5392	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5393	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5395	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5398	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5399	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5400	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5401	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5402	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5403	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5404	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5406	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5407	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5408	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5410	null	2	1	1	1	1	0	1	1	1	1	1
ORTHOMCL5411	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5412	null	1	1	1	1	0	0	1	1	2	1	2
ORTHOMCL5413	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5414	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5415	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5417	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5418	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5419	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5420	null	1	1	1	2	0	1	1	1	1	1	1
ORTHOMCL5421	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5422	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5423	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5425	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5427	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5428	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5429	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5430	null	1	1	1	1	2	1	1	1	1	0	1
ORTHOMCL5431	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5432	null	1	1	1	1	2	1	1	2	0	0	1
ORTHOMCL5433	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5434	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5436	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5437	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5438	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5439	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5440	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5441	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5442	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5443	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5444	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5445	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5446	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5447	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5448	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5449	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5450	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5451	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5453	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5455	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5456	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5457	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5458	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5460	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5461	null	3	1	1	1	0	2	1	1	0	1	0
ORTHOMCL5462	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5463	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5464	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5465	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5466	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5467	null	1	1	1	0	2	1	1	1	1	1	1
ORTHOMCL5468	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5470	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5471	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5472	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5473	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5474	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5475	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5476	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5477	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5478	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5480	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5481	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5482	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5483	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5484	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5485	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5486	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5487	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5488	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5490	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5491	null	2	1	1	1	1	1	1	0	1	1	1
ORTHOMCL5492	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5495	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5496	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5497	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5498	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5499	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5500	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5503	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5505	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5506	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5507	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5508	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5509	null	2	2	1	1	1	0	1	0	1	1	1
ORTHOMCL5510	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5511	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5512	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5513	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5514	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5515	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5516	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5517	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5518	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5519	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5521	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5522	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5524	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5525	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5526	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5527	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5528	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5529	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5530	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5531	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5532	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5533	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5535	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5536	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5537	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5538	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5539	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5540	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5541	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5542	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5543	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5544	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5546	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5547	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5548	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5550	null	1	1	1	1	1	2	0	1	1	1	1
ORTHOMCL5551	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5552	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5553	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5554	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5555	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5558	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5559	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5560	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5561	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5562	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5563	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5564	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5565	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5566	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5567	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5569	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5570	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5572	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5573	null	1	1	2	1	1	1	1	1	1	0	1
ORTHOMCL5574	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5575	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5576	null	1	1	2	1	1	0	1	1	1	1	1
ORTHOMCL5577	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5578	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5579	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5580	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5581	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5582	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5584	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5585	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5586	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5587	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5588	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5589	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5591	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5592	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5593	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5594	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5595	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5596	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5597	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5598	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5599	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5600	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5601	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5602	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5603	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5604	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5605	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5606	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5607	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5608	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5609	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5610	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5611	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5612	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5613	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5615	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5616	null	1	1	1	1	1	1	1	2	1	1	0
ORTHOMCL5617	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5618	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5619	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5620	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5621	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5623	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5624	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5625	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5626	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5627	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5628	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5629	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5630	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5631	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5633	null	1	2	1	0	1	1	1	1	1	1	1
ORTHOMCL5635	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5636	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5638	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5639	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5640	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5642	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5643	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5644	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5645	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5646	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5647	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5648	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5649	null	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL5650	null	1	1	1	1	1	1	1	1	1	1	1
