#FamilyID	pvalue	Significant at 0.05
ORTHOMCL9423	0.013	y
ORTHOMCL9424	0.02	y
ORTHOMCL9427	0.03	y
ORTHOMCL9428	0.002	y
ORTHOMCL9429	0.005	y
ORTHOMCL9434	0.001	y
ORTHOMCL9439	0.03	y
ORTHOMCL9440	0.03	y
ORTHOMCL9441	0.007	y
ORTHOMCL9450	0.006	y
ORTHOMCL9454	0.03	y
ORTHOMCL9465	0.013	y
ORTHOMCL9471	0.002	y
ORTHOMCL9472	0.027	y
ORTHOMCL9474	0.002	y
ORTHOMCL9475	0.001	y
ORTHOMCL9477	0.001	y
ORTHOMCL9479	0.007	y
ORTHOMCL9481	0.002	y
ORTHOMCL9628	0.006	y
ORTHOMCL9636	0.001	y
ORTHOMCL9654	0.001	y
ORTHOMCL9655	0.001	y
ORTHOMCL9658	0.002	y
ORTHOMCL9663	0.002	y
ORTHOMCL9664	0.002	y
ORTHOMCL9665	0.002	y
ORTHOMCL9666	0.001	y
ORTHOMCL9668	0.007	y
ORTHOMCL9848	0.021	y
ORTHOMCL9873	0.002	y
ORTHOMCL9879	0.007	y
ORTHOMCL9883	0.021	y
ORTHOMCL9904	0.002	y
ORTHOMCL9923	0.001	y
ORTHOMCL9924	0.007	y
ORTHOMCL9925	0.002	y
ORTHOMCL9927	0.001	y
ORTHOMCL9935	0	y
ORTHOMCL9937	0.001	y
ORTHOMCL10436	0.001	y
ORTHOMCL10440	0.001	y
ORTHOMCL10452	0.001	y
